"","hgnc_symbol","ensembl_gene_id","gene_biotype","chromosome_name","start_position","end_position","strand"
"8740","NSUN5","ENSG00000130305","protein_coding","7",73302516,73308826,-1
"8741","NT5C3A","ENSG00000122643","protein_coding","7",33014113,33062796,-1
"8742","NT5DC1","ENSG00000178425","protein_coding","6",116100851,116249497,1
"8743","NT5E","ENSG00000135318","protein_coding","6",85449584,85495791,1
"8744","NUDCD2","ENSG00000170584","protein_coding","5",163446526,163460404,-1
"8745","NUDCD3","ENSG00000015676","protein_coding","7",44379119,44490658,-1
"8746","NUDT1","ENSG00000106268","protein_coding","7",2242226,2251146,1
"8747","NUDT12","ENSG00000112874","protein_coding","5",103548855,103562790,-1
"8748","NUDT3","ENSG00000272325","protein_coding","6",34279679,34392669,-1
"8749","NUP153","ENSG00000124789","protein_coding","6",17615035,17706925,-1
"8750","NUP155","ENSG00000113569","protein_coding","5",37288137,37371124,-1
"8751","NUP42","ENSG00000136243","protein_coding","7",23181841,23201011,1
"8752","NUP43","ENSG00000120253","protein_coding","6",149724315,149749665,-1
"8753","NUPR2","ENSG00000185290","protein_coding","7",56114681,56116417,-1
"8754","NUS1","ENSG00000153989","protein_coding","6",117675469,117710727,1
"8755","NXPH1","ENSG00000122584","protein_coding","7",8433609,8752961,1
"8756","OARD1","ENSG00000124596","protein_coding","6",41033627,41097787,-1
"8757","OCLN","ENSG00000273814","protein_coding","HSCHR5_2_CTG1_1",275189,339606,1
"8758","OCLN","ENSG00000197822","protein_coding","5",69492292,69558104,1
"8759","OCM","ENSG00000122543","protein_coding","7",5879827,5886363,1
"8760","OGDH","ENSG00000105953","protein_coding","7",44606572,44709066,1
"8761","OGFRL1","ENSG00000119900","protein_coding","6",71288811,71309059,1
"8762","OLIG3","ENSG00000177468","protein_coding","6",137492199,137494394,-1
"8763","OOEP","ENSG00000203907","protein_coding","6",73368555,73395133,-1
"8764","OOEP-AS1","ENSG00000231332","lncRNA","6",73369704,73387717,1
"8765","OPN5","ENSG00000124818","protein_coding","6",47781982,47832780,1
"8766","OPRM1","ENSG00000112038","protein_coding","6",154010496,154246867,1
"8767","OR10C1","ENSG00000230505","protein_coding","HSCHR6_MHC_APD_CTG1",704970,706641,1
"8768","OR10C1","ENSG00000235441","protein_coding","HSCHR6_MHC_SSTO_CTG1",748317,749988,1
"8769","OR10C1","ENSG00000204689","protein_coding","HSCHR6_MHC_MCF_CTG1",704675,706346,1
"8770","OR10C1","ENSG00000224234","protein_coding","HSCHR6_MHC_COX_CTG1",925755,927426,1
"8771","OR10C1","ENSG00000229412","protein_coding","HSCHR6_MHC_DBB_CTG1",704828,706499,1
"8772","OR10C1","ENSG00000206474","protein_coding","6",29439306,29440977,1
"8773","OR10C1","ENSG00000232397","protein_coding","HSCHR6_MHC_MANN_CTG1",704441,706112,1
"8774","OR10C1","ENSG00000220550","protein_coding","HSCHR6_MHC_QBL_CTG1",704775,706446,1
"8775","OR11A1","ENSG00000232289","protein_coding","HSCHR6_MHC_APD_CTG1",691169,722731,-1
"8776","OR11A1","ENSG00000223898","protein_coding","HSCHR6_MHC_SSTO_CTG1",734515,766084,-1
"8777","OR11A1","ENSG00000230780","protein_coding","HSCHR6_MHC_COX_CTG1",911953,943524,-1
"8778","OR11A1","ENSG00000206472","protein_coding","HSCHR6_MHC_MCF_CTG1",690872,722445,-1
"8779","OR11A1","ENSG00000237258","protein_coding","HSCHR6_MHC_MANN_CTG1",690640,722195,-1
"8780","OR11A1","ENSG00000206517","protein_coding","HSCHR6_MHC_QBL_CTG1",690974,722536,-1
"8781","OR11A1","ENSG00000234347","protein_coding","HSCHR6_MHC_DBB_CTG1",691032,722594,-1
"8782","OR11A1","ENSG00000204694","protein_coding","6",29425504,29457071,-1
"8783","OR12D2","ENSG00000235966","protein_coding","HSCHR6_MHC_COX_CTG1",883016,884084,1
"8784","OR12D2","ENSG00000204690","protein_coding","HSCHR6_MHC_MCF_CTG1",661929,662997,1
"8785","OR12D2","ENSG00000225247","protein_coding","HSCHR6_MHC_SSTO_CTG1",705560,706628,1
"8786","OR12D2","ENSG00000280236","protein_coding","6",29395631,29398008,1
"8787","OR12D2","ENSG00000227446","protein_coding","HSCHR6_MHC_DBB_CTG1",662064,663132,1
"8788","OR12D2","ENSG00000233481","protein_coding","HSCHR6_MHC_MANN_CTG1",661700,662768,1
"8789","OR12D3","ENSG00000229181","lncRNA","HSCHR6_MHC_APD_CTG1",710535,715763,-1
"8790","OR12D3","ENSG00000251394","protein_coding","HSCHR6_MHC_COX_CTG1",860028,936549,-1
"8791","OR12D3","ENSG00000204692","protein_coding","HSCHR6_MHC_MCF_CTG1",638936,715469,-1
"8792","OR12D3","ENSG00000112462","protein_coding","6",29373423,29375291,-1
"8793","OR12D3","ENSG00000250364","protein_coding","HSCHR6_MHC_SSTO_CTG1",682548,759110,-1
"8794","OR12D3","ENSG00000242022","protein_coding","HSCHR6_MHC_DBB_CTG1",639071,715620,-1
"8795","OR12D3","ENSG00000224487","protein_coding","HSCHR6_MHC_MANN_CTG1",638713,715227,-1
"8796","OR14J1","ENSG00000236927","protein_coding","HSCHR6_MHC_APD_CTG1",572356,573321,1
"8797","OR14J1","ENSG00000234195","protein_coding","HSCHR6_MHC_SSTO_CTG1",616123,617088,1
"8798","OR14J1","ENSG00000237777","protein_coding","HSCHR6_MHC_DBB_CTG1",572333,573298,1
"8799","OR14J1","ENSG00000112459","protein_coding","HSCHR6_MHC_MCF_CTG1",572513,573478,1
"8800","OR14J1","ENSG00000225291","protein_coding","HSCHR6_MHC_COX_CTG1",793280,794245,1
"8801","OR14J1","ENSG00000204695","protein_coding","6",29301701,29313017,1
"8802","OR14J1","ENSG00000234100","protein_coding","HSCHR6_MHC_MANN_CTG1",572292,573257,1
"8803","OR2A4","ENSG00000180658","protein_coding","6",131699644,131701401,-1
"8804","OR2B2","ENSG00000168131","protein_coding","6",27911185,27912396,-1
"8805","OR2B3","ENSG00000233054","protein_coding","HSCHR6_MHC_APD_CTG1",351930,352936,-1
"8806","OR2B3","ENSG00000226832","protein_coding","HSCHR6_MHC_SSTO_CTG1",395670,396676,-1
"8807","OR2B3","ENSG00000233180","protein_coding","HSCHR6_MHC_COX_CTG1",572851,573857,-1
"8808","OR2B3","ENSG00000233687","protein_coding","HSCHR6_MHC_MCF_CTG1",352037,353043,-1
"8809","OR2B3","ENSG00000225736","protein_coding","HSCHR6_MHC_DBB_CTG1",351908,352914,-1
"8810","OR2B3","ENSG00000231319","protein_coding","HSCHR6_MHC_MANN_CTG1",351865,352871,-1
"8811","OR2B3","ENSG00000206524","protein_coding","HSCHR6_MHC_QBL_CTG1",351788,352893,-1
"8812","OR2B3","ENSG00000204703","protein_coding","6",29086208,29087313,-1
"8813","OR2B6","ENSG00000124657","protein_coding","6",27957241,27958182,1
"8814","OR2H1","ENSG00000229125","protein_coding","HSCHR6_MHC_APD_CTG1",722841,729989,1
"8815","OR2H1","ENSG00000206471","protein_coding","HSCHR6_MHC_MCF_CTG1",722555,729702,1
"8816","OR2H1","ENSG00000229408","protein_coding","HSCHR6_MHC_SSTO_CTG1",766194,773341,1
"8817","OR2H1","ENSG00000235132","protein_coding","HSCHR6_MHC_COX_CTG1",943634,950780,1
"8818","OR2H1","ENSG00000204688","protein_coding","6",29457155,29464328,1
"8819","OR2H1","ENSG00000232984","protein_coding","HSCHR6_MHC_DBB_CTG1",722704,729851,1
"8820","OR2H1","ENSG00000206516","protein_coding","HSCHR6_MHC_QBL_CTG1",722646,729794,1
"8821","OR2H1","ENSG00000224395","protein_coding","HSCHR6_MHC_MANN_CTG1",722305,729453,1
"8822","OR2H2","ENSG00000224319","protein_coding","HSCHR6_MHC_APD_CTG1",853148,854731,1
"8823","OR2H2","ENSG00000229185","protein_coding","HSCHR6_MHC_COX_CTG1",1073935,1075518,1
"8824","OR2H2","ENSG00000206467","protein_coding","HSCHR6_MHC_MCF_CTG1",852850,854433,1
"8825","OR2H2","ENSG00000229680","protein_coding","HSCHR6_MHC_DBB_CTG1",853004,854587,1
"8826","OR2H2","ENSG00000204657","protein_coding","6",29585121,29590500,1
"8827","OR2H2","ENSG00000227044","protein_coding","HSCHR6_MHC_MANN_CTG1",852639,854222,1
"8828","OR2H2","ENSG00000206512","protein_coding","HSCHR6_MHC_QBL_CTG1",852967,854550,1
"8829","OR2I1P","ENSG00000229467","unprocessed_pseudogene","HSCHR6_MHC_COX_CTG1",1039700,1040647,1
"8830","OR2I1P","ENSG00000226896","unprocessed_pseudogene","HSCHR6_MHC_APD_CTG1",818913,819860,1
"8831","OR2I1P","ENSG00000232049","unprocessed_pseudogene","HSCHR6_MHC_MCF_CTG1",818623,819570,1
"8832","OR2I1P","ENSG00000231973","unprocessed_pseudogene","HSCHR6_MHC_QBL_CTG1",818717,819664,1
"8833","OR2I1P","ENSG00000237725","unprocessed_pseudogene","HSCHR6_MHC_DBB_CTG1",818762,819709,1
"8834","OR2I1P","ENSG00000223441","unprocessed_pseudogene","HSCHR6_MHC_MANN_CTG1",818377,819324,1
"8835","OR2I1P","ENSG00000237988","protein_coding","6",29550407,29557773,1
"8836","OR2J1","ENSG00000234305","unprocessed_pseudogene","HSCHR6_MHC_APD_CTG1",366573,367511,1
"8837","OR2J1","ENSG00000235632","unprocessed_pseudogene","HSCHR6_MHC_SSTO_CTG1",410313,411251,1
"8838","OR2J1","ENSG00000226931","protein_coding","HSCHR6_MHC_MCF_CTG1",366346,367618,1
"8839","OR2J1","ENSG00000234804","unprocessed_pseudogene","HSCHR6_MHC_COX_CTG1",587489,588427,1
"8840","OR2J1","ENSG00000206523","unprocessed_pseudogene","HSCHR6_MHC_QBL_CTG1",366530,367468,1
"8841","OR2J1","ENSG00000226192","unprocessed_pseudogene","HSCHR6_MHC_DBB_CTG1",366551,367489,1
"8842","OR2J1","ENSG00000204702","protein_coding","6",29099490,29102701,1
"8843","OR2J1","ENSG00000225441","unprocessed_pseudogene","HSCHR6_MHC_MANN_CTG1",366508,367446,1
"8844","OR2J2","ENSG00000225550","protein_coding","HSCHR6_MHC_APD_CTG1",438929,440200,1
"8845","OR2J2","ENSG00000226000","protein_coding","HSCHR6_MHC_SSTO_CTG1",482671,483942,1
"8846","OR2J2","ENSG00000196231","protein_coding","HSCHR6_MHC_MCF_CTG1",439040,440311,1
"8847","OR2J2","ENSG00000232945","protein_coding","HSCHR6_MHC_DBB_CTG1",438910,440181,1
"8848","OR2J2","ENSG00000231676","protein_coding","HSCHR6_MHC_COX_CTG1",659846,661117,1
"8849","OR2J2","ENSG00000204700","protein_coding","6",29170907,29175811,1
"8850","OR2J2","ENSG00000226347","protein_coding","HSCHR6_MHC_MANN_CTG1",438866,440137,1
"8851","OR2J2","ENSG00000234746","protein_coding","HSCHR6_MHC_QBL_CTG1",438893,440164,1
"8852","OR2J3","ENSG00000226271","protein_coding","HSCHR6_MHC_APD_CTG1",377511,378446,1
"8853","OR2J3","ENSG00000232178","protein_coding","HSCHR6_MHC_COX_CTG1",598439,599374,1
"8854","OR2J3","ENSG00000233618","protein_coding","HSCHR6_MHC_SSTO_CTG1",421255,422190,1
"8855","OR2J3","ENSG00000229866","protein_coding","HSCHR6_MHC_DBB_CTG1",377493,378428,1
"8856","OR2J3","ENSG00000230855","protein_coding","HSCHR6_MHC_MCF_CTG1",377630,378403,1
"8857","OR2J3","ENSG00000204701","protein_coding","6",29108058,29114770,1
"8858","OR2J3","ENSG00000233636","protein_coding","HSCHR6_MHC_MANN_CTG1",377450,378385,1
"8859","OR2J3","ENSG00000206522","protein_coding","HSCHR6_MHC_QBL_CTG1",377476,378411,1
"8860","OR2V1","ENSG00000185372","protein_coding","5",181123122,181131169,-1
"8861","OR2V2","ENSG00000182613","protein_coding","5",181147586,181159285,1
"8862","OR2W1","ENSG00000226463","protein_coding","HSCHR6_MHC_APD_CTG1",309838,310865,-1
"8863","OR2W1","ENSG00000234101","protein_coding","HSCHR6_MHC_COX_CTG1",530701,531728,-1
"8864","OR2W1","ENSG00000227639","protein_coding","HSCHR6_MHC_SSTO_CTG1",353570,354597,-1
"8865","OR2W1","ENSG00000228977","protein_coding","HSCHR6_MHC_MCF_CTG1",309955,310982,-1
"8866","OR2W1","ENSG00000229328","protein_coding","HSCHR6_MHC_DBB_CTG1",309816,310843,-1
"8867","OR2W1","ENSG00000228652","protein_coding","HSCHR6_MHC_MANN_CTG1",309771,310798,-1
"8868","OR2W1","ENSG00000206525","protein_coding","HSCHR6_MHC_QBL_CTG1",309791,310818,-1
"8869","OR2W1","ENSG00000204704","protein_coding","6",29044213,29045175,-1
"8870","OR2Y1","ENSG00000174339","protein_coding","5",180739123,180740058,-1
"8871","OR4F3","ENSG00000230178","protein_coding","5",181367268,181368262,1
"8872","OR5V1","ENSG00000242289","lncRNA","HSCHR6_MHC_APD_CTG1",688274,697631,-1
"8873","OR5V1","ENSG00000233046","protein_coding","HSCHR6_MHC_COX_CTG1",841820,918416,-1
"8874","OR5V1","ENSG00000227137","protein_coding","HSCHR6_MHC_SSTO_CTG1",664681,740978,-1
"8875","OR5V1","ENSG00000112461","protein_coding","HSCHR6_MHC_MCF_CTG1",621056,697336,-1
"8876","OR5V1","ENSG00000243729","protein_coding","6",29353749,29431967,-1
"8877","OR5V1","ENSG00000243441","protein_coding","HSCHR6_MHC_MANN_CTG1",620834,697102,-1
"8878","OR5V1","ENSG00000230742","lncRNA","HSCHR6_MHC_DBB_CTG1",688137,697489,-1
"8879","OR5V1","ENSG00000240130","lncRNA","HSCHR6_MHC_QBL_CTG1",688079,697436,-1
"8880","ORC3","ENSG00000135336","protein_coding","6",87590067,87677823,1
"8881","OSBPL3","ENSG00000070882","protein_coding","7",24796540,24981634,-1
"8882","OSMR","ENSG00000145623","protein_coding","5",38845858,38945596,1
"8883","OSTM1","ENSG00000081087","protein_coding","6",108029245,108165854,-1
"8884","OSTM1-AS1","ENSG00000225174","lncRNA","6",108123457,108159392,1
"8885","OTP","ENSG00000171540","protein_coding","5",77628712,77638713,-1
"8886","OTULIN","ENSG00000154124","protein_coding","5",14664664,14716529,1
"8887","OTULINL","ENSG00000145569","protein_coding","5",14581792,14616180,1
"8888","OXCT1","ENSG00000083720","protein_coding","5",41730065,41870425,-1
"8889","OXCT1-AS1","ENSG00000248668","lncRNA","5",41868320,41880210,1
"8890","P4HA2","ENSG00000072682","protein_coding","5",132190147,132295315,-1
"8891","P4HA2-AS1","ENSG00000237714","lncRNA","5",132184876,132192808,1
"8892","PACRG","ENSG00000112530","protein_coding","6",162727132,163315500,1
"8893","PACRG-AS1","ENSG00000281692","lncRNA","6",163306907,163324583,-1
"8894","PACRG-AS2","ENSG00000225437","lncRNA","6",163042557,163054161,-1
"8895","PACRG-AS3","ENSG00000225683","lncRNA","6",163163830,163192038,-1
"8896","PACSIN1","ENSG00000124507","protein_coding","6",34466061,34535229,1
"8897","PAIP1","ENSG00000172239","protein_coding","5",43526267,43557758,-1
"8898","PAIP2","ENSG00000120727","protein_coding","5",139341587,139369720,1
"8899","PAK1IP1","ENSG00000285226","protein_coding","HG2057_PATCH",205856,220666,1
"8900","PAK1IP1","ENSG00000111845","protein_coding","6",10694972,10709782,1
"8901","PALLD","ENSG00000129116","protein_coding","4",168497052,168928457,1
"8902","PAM","ENSG00000145730","protein_coding","5",102753981,103029730,1
"8903","PANDAR","ENSG00000281450","lncRNA","6",36673621,36675126,-1
"8904","PANK3","ENSG00000120137","protein_coding","5",168548495,168579368,-1
"8905","PAPOLB","ENSG00000218823","protein_coding","7",4857738,4862030,-1
"8906","PAQR8","ENSG00000170915","protein_coding","6",52361421,52407777,1
"8907","PARP8","ENSG00000151883","protein_coding","5",50665899,50846519,1
"8908","PART1","ENSG00000152931","lncRNA","5",60487713,60548813,1
"8909","PBOV1","ENSG00000254440","protein_coding","6",138215986,138218491,-1
"8910","PBX2","ENSG00000225987","protein_coding","HSCHR6_MHC_APD_CTG1",3517335,3522785,-1
"8911","PBX2","ENSG00000204304","protein_coding","6",32184733,32190202,-1
"8912","PBX2","ENSG00000224952","protein_coding","HSCHR6_MHC_SSTO_CTG1",3500940,3506391,-1
"8913","PBX2","ENSG00000237344","protein_coding","HSCHR6_MHC_COX_CTG1",3623085,3628535,-1
"8914","PBX2","ENSG00000236353","protein_coding","HSCHR6_MHC_MCF_CTG1",3526760,3532202,-1
"8915","PBX2","ENSG00000206315","protein_coding","HSCHR6_MHC_QBL_CTG1",3407934,3413385,-1
"8916","PBX2","ENSG00000232005","protein_coding","HSCHR6_MHC_MANN_CTG1",3489722,3495164,-1
"8917","PCBD2","ENSG00000132570","protein_coding","5",134905120,135007959,1
"8918","PCDH1","ENSG00000156453","protein_coding","5",141853090,141879246,-1
"8919","PCDH12","ENSG00000113555","protein_coding","5",141943581,141969741,-1
"8920","PCDHA1","ENSG00000291649","protein_coding","HG2308_PATCH",21312,247523,1
"8921","PCDHA1","ENSG00000204970","protein_coding","5",140786136,141012347,1
"8922","PCDHA10","ENSG00000291659","protein_coding","HG2308_PATCH",91059,247523,1
"8923","PCDHA10","ENSG00000250120","protein_coding","5",140855883,141012347,1
"8924","PCDHA11","ENSG00000291662","protein_coding","HG2308_PATCH",103359,247523,1
"8925","PCDHA11","ENSG00000249158","protein_coding","5",140868183,141012347,1
"8926","PCDHA12","ENSG00000291663","protein_coding","HG2308_PATCH",110478,247523,1
"8927","PCDHA12","ENSG00000251664","protein_coding","5",140875302,141012347,1
"8928","PCDHA13","ENSG00000291666","protein_coding","HG2308_PATCH",117300,247523,1
"8929","PCDHA13","ENSG00000239389","protein_coding","5",140882124,141012347,1
"8930","PCDHA2","ENSG00000291650","protein_coding","HG2308_PATCH",30028,247523,1
"8931","PCDHA2","ENSG00000204969","protein_coding","5",140794852,141012347,1
"8932","PCDHA3","ENSG00000291651","protein_coding","HG2308_PATCH",36204,247523,1
"8933","PCDHA3","ENSG00000255408","protein_coding","5",140801028,141012347,1
"8934","PCDHA4","ENSG00000291652","protein_coding","HG2308_PATCH",42105,247523,1
"8935","PCDHA4","ENSG00000204967","protein_coding","5",140807037,141012347,1
"8936","PCDHA5","ENSG00000291653","protein_coding","HG2308_PATCH",56780,247523,1
"8937","PCDHA5","ENSG00000204965","protein_coding","5",140821604,141012347,1
"8938","PCDHA6","ENSG00000291654","protein_coding","HG2308_PATCH",63134,247523,1
"8939","PCDHA6","ENSG00000081842","protein_coding","5",140827958,141012347,1
"8940","PCDHA7","ENSG00000291655","protein_coding","HG2308_PATCH",69424,247523,1
"8941","PCDHA7","ENSG00000204963","protein_coding","5",140834248,141012347,1
"8942","PCDHA8","ENSG00000291656","protein_coding","HG2308_PATCH",76363,247523,1
"8943","PCDHA8","ENSG00000204962","protein_coding","5",140841187,141012347,1
"8944","PCDHA9","ENSG00000291657","protein_coding","HG2308_PATCH",82948,247523,1
"8945","PCDHA9","ENSG00000204961","protein_coding","5",140847772,141012347,1
"8946","PCDHAC1","ENSG00000291670","protein_coding","HG2308_PATCH",161475,247523,1
"8947","PCDHAC1","ENSG00000248383","protein_coding","5",140926299,141012347,1
"8948","PCDHAC2","ENSG00000291668","protein_coding","HG2308_PATCH",201646,247523,1
"8949","PCDHAC2","ENSG00000243232","protein_coding","5",140966470,141012347,1
"8950","PCDHB1","ENSG00000291669","protein_coding","HG2308_PATCH",286550,294522,1
"8951","PCDHB1","ENSG00000171815","protein_coding","5",141051374,141059346,1
"8952","PCDHB10","ENSG00000291689","protein_coding","HG2308_PATCH",427529,430823,1
"8953","PCDHB10","ENSG00000120324","protein_coding","5",141192353,141195647,1
"8954","PCDHB11","ENSG00000291690","protein_coding","HG2308_PATCH",434786,438955,1
"8955","PCDHB11","ENSG00000197479","protein_coding","5",141199610,141203779,1
"8956","PCDHB12","ENSG00000291691","protein_coding","HG2308_PATCH",443873,447747,1
"8957","PCDHB12","ENSG00000120328","protein_coding","5",141208697,141212571,1
"8958","PCDHB13","ENSG00000291692","protein_coding","HG2308_PATCH",449095,454155,1
"8959","PCDHB13","ENSG00000187372","protein_coding","5",141213919,141218979,1
"8960","PCDHB14","ENSG00000291693","protein_coding","HG2308_PATCH",458519,462935,1
"8961","PCDHB14","ENSG00000120327","protein_coding","5",141223343,141227759,1
"8962","PCDHB15","ENSG00000291695","protein_coding","HG2308_PATCH",480571,484541,1
"8963","PCDHB15","ENSG00000113248","protein_coding","5",141245395,141249365,1
"8964","PCDHB16","ENSG00000291684","protein_coding","HG2308_PATCH",417563,421402,1
"8965","PCDHB16","ENSG00000272674","protein_coding","5",141182387,141186226,1
"8966","PCDHB2","ENSG00000291672","protein_coding","HG2308_PATCH",329782,333879,1
"8967","PCDHB2","ENSG00000112852","protein_coding","5",141094606,141098703,1
"8968","PCDHB3","ENSG00000291674","protein_coding","HG2308_PATCH",335649,339003,1
"8969","PCDHB3","ENSG00000113205","protein_coding","5",141100473,141103827,1
"8970","PCDHB4","ENSG00000291676","protein_coding","HG2308_PATCH",356994,360799,1
"8971","PCDHB4","ENSG00000081818","protein_coding","5",141121818,141125623,1
"8972","PCDHB5","ENSG00000291677","protein_coding","HG2308_PATCH",370382,373791,1
"8973","PCDHB5","ENSG00000113209","protein_coding","5",141135206,141138615,1
"8974","PCDHB6","ENSG00000291679","protein_coding","HG2308_PATCH",385233,388463,1
"8975","PCDHB6","ENSG00000113211","protein_coding","5",141150057,141153287,1
"8976","PCDHB7","ENSG00000291681","protein_coding","HG2308_PATCH",407820,411559,1
"8977","PCDHB7","ENSG00000113212","protein_coding","5",141172644,141176383,1
